,item_sku_id,date,sale_qtty,booking_flag,booking_pay_flag,presale_flag,presale_pay_flag,on_shelf,is_padded,brand_code,cid3,instant_flag,expose_flag,instant_hour,instant_price,redprice,nominal_netprice,netprice
0,100000006575,2018-09-12,,0.0,0.0,0.0,0.0,1.0,0.0,7420,878,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0
1,100000006575,2018-09-13,,0.0,0.0,0.0,0.0,1.0,0.0,7420,878,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0
2,100000006575,2018-09-14,,0.0,0.0,0.0,0.0,1.0,0.0,7420,878,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0
3,100000006575,2018-09-15,,0.0,0.0,0.0,0.0,1.0,0.0,7420,878,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0
4,100000006575,2018-09-16,,0.0,0.0,0.0,0.0,1.0,0.0,7420,878,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0
5,100000006575,2018-09-17,,0.0,0.0,0.0,0.0,1.0,0.0,7420,878,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0
6,100000006575,2018-09-18,,0.0,0.0,0.0,0.0,1.0,0.0,7420,878,0.0,0.0,0.0,8799.0,8799.0,8799.0,8799.0
7,100000006575,2018-09-19,,0.0,0.0,0.0,0.0,1.0,0.0,7420,878,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0
8,100000006575,2018-09-20,,0.0,0.0,0.0,0.0,1.0,0.0,7420,878,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0
9,100000006575,2018-09-21,,1.0,0.0,0.0,0.0,1.0,0.0,7420,878,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0
10,100000006575,2018-09-22,,1.0,0.0,0.0,0.0,1.0,0.0,7420,878,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0
11,100000006575,2018-09-23,,1.0,0.0,0.0,0.0,1.0,0.0,7420,878,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0
12,100000006575,2018-09-24,,1.0,0.0,0.0,0.0,1.0,0.0,7420,878,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0
13,100000006575,2018-09-25,,1.0,0.0,0.0,0.0,1.0,0.0,7420,878,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0
14,100000006575,2018-09-26,,1.0,0.0,0.0,0.0,1.0,0.0,7420,878,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0
15,100000006575,2018-09-27,,1.0,0.0,0.0,0.0,1.0,0.0,7420,878,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0
16,100000006575,2018-09-28,,1.0,0.0,0.0,0.0,1.0,0.0,7420,878,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0
17,100000006575,2018-09-29,,1.0,0.0,0.0,0.0,1.0,0.0,7420,878,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0
18,100000006575,2018-09-30,,1.0,0.0,0.0,0.0,1.0,0.0,7420,878,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0
19,100000006575,2018-10-01,,1.0,0.0,0.0,0.0,1.0,0.0,7420,878,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0
20,100000006575,2018-10-02,,1.0,0.0,0.0,0.0,1.0,0.0,7420,878,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0
21,100000006575,2018-10-03,,1.0,0.0,0.0,0.0,1.0,0.0,7420,878,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0
22,100000006575,2018-10-04,,1.0,0.0,0.0,0.0,1.0,0.0,7420,878,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0
23,100000006575,2018-10-05,,1.0,0.0,0.0,0.0,1.0,0.0,7420,878,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0
24,100000006575,2018-10-06,,1.0,0.0,0.0,0.0,1.0,0.0,7420,878,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0
25,100000006575,2018-10-07,,1.0,0.0,0.0,0.0,1.0,0.0,7420,878,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0
26,100000006575,2018-10-08,,1.0,0.0,0.0,0.0,1.0,0.0,7420,878,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0
27,100000006575,2018-10-09,,1.0,0.0,0.0,0.0,1.0,0.0,7420,878,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0
28,100000006575,2018-10-10,,1.0,0.0,0.0,0.0,1.0,0.0,7420,878,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0
29,100000006575,2018-10-11,,1.0,0.0,0.0,0.0,1.0,0.0,7420,878,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0
30,100000006575,2018-10-12,,1.0,0.0,0.0,0.0,1.0,0.0,7420,878,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0
31,100000006575,2018-10-13,,1.0,0.0,0.0,0.0,1.0,0.0,7420,878,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0
32,100000006575,2018-10-14,,1.0,0.0,0.0,0.0,1.0,0.0,7420,878,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0
33,100000006575,2018-10-15,,1.0,0.0,0.0,0.0,1.0,0.0,7420,878,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0
34,100000006575,2018-10-16,,1.0,0.0,0.0,0.0,1.0,0.0,7420,878,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0
35,100000006575,2018-10-17,,1.0,1.0,0.0,0.0,1.0,0.0,7420,878,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0
36,100000006575,2018-10-18,,0.0,0.0,0.0,0.0,1.0,0.0,7420,878,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0
37,100000006575,2018-10-19,,0.0,0.0,0.0,0.0,1.0,0.0,7420,878,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0
38,100000006575,2018-10-20,,0.0,0.0,0.0,0.0,1.0,0.0,7420,878,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0
39,100000006575,2018-10-21,,0.0,0.0,0.0,0.0,1.0,0.0,7420,878,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0
40,100000006575,2018-10-22,,0.0,0.0,0.0,0.0,1.0,0.0,7420,878,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0
41,100000006575,2018-10-23,,0.0,0.0,0.0,0.0,1.0,0.0,7420,878,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0
42,100000006575,2018-10-24,,0.0,0.0,0.0,0.0,1.0,0.0,7420,878,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0
43,100000006575,2018-10-25,,0.0,0.0,0.0,0.0,1.0,0.0,7420,878,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0
44,100000006575,2018-10-26,,0.0,0.0,0.0,0.0,1.0,0.0,7420,878,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0
45,100000006575,2018-10-27,,0.0,0.0,0.0,0.0,1.0,0.0,7420,878,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0
46,100000006575,2018-10-28,,0.0,0.0,0.0,0.0,1.0,0.0,7420,878,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0
47,100000006575,2018-10-29,,0.0,0.0,0.0,0.0,1.0,0.0,7420,878,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0
48,100000006575,2018-10-30,,0.0,0.0,0.0,0.0,1.0,0.0,7420,878,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0
49,100000006575,2018-10-31,,0.0,0.0,0.0,0.0,1.0,0.0,7420,878,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0
50,100000006575,2018-11-01,,0.0,0.0,0.0,0.0,1.0,0.0,7420,878,0.0,0.0,0.0,6999.0,6999.0,6999.0,6999.0
51,100000006575,2018-11-02,,0.0,0.0,0.0,0.0,1.0,0.0,7420,878,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0
52,100000006575,2018-11-03,,1.0,0.0,0.0,0.0,1.0,0.0,7420,878,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0
53,100000006575,2018-11-04,,1.0,0.0,0.0,0.0,1.0,0.0,7420,878,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0
54,100000006575,2018-11-05,,1.0,0.0,0.0,0.0,1.0,0.0,7420,878,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0
55,100000006575,2018-11-06,,1.0,0.0,0.0,0.0,1.0,0.0,7420,878,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0
56,100000006575,2018-11-07,,1.0,0.0,0.0,0.0,1.0,0.0,7420,878,0.0,0.0,0.0,7999.0,7999.0,7999.0,7999.0
57,100000006575,2018-11-08,,1.0,1.0,0.0,0.0,1.0,0.0,7420,878,0.0,0.0,0.0,7699.0,7699.0,7699.0,7699.0
58,100000006575,2018-11-09,,1.0,0.0,0.0,0.0,1.0,0.0,7420,878,0.0,0.0,0.0,7999.0,7999.0,7999.0,7999.0
59,100000006575,2018-11-10,,1.0,1.0,0.0,0.0,1.0,0.0,7420,878,0.0,0.0,0.0,6999.0,6999.0,6999.0,6999.0
60,100000006575,2018-11-11,3.0,0.0,0.0,0.0,0.0,1.0,0.0,7420,878,0.0,0.0,0.0,6999.0,6999.0,6999.0,6989.0
61,100000006575,2018-11-12,,0.0,0.0,0.0,0.0,1.0,0.0,7420,878,0.0,0.0,0.0,7499.0,7499.0,7499.0,7499.0
62,100000006575,2018-11-13,,0.0,0.0,0.0,0.0,1.0,0.0,7420,878,0.0,0.0,0.0,7499.0,7499.0,7499.0,7499.0
63,100000006575,2018-11-14,,0.0,0.0,0.0,0.0,1.0,0.0,7420,878,0.0,0.0,0.0,7999.0,7999.0,7999.0,7999.0
64,100000006575,2018-11-15,,0.0,0.0,0.0,0.0,1.0,0.0,7420,878,0.0,0.0,0.0,7999.0,7999.0,7999.0,7999.0
65,100000006575,2018-11-16,,0.0,0.0,0.0,0.0,1.0,0.0,7420,878,0.0,0.0,0.0,7999.0,7999.0,7999.0,7999.0
66,100000006575,2018-11-17,,1.0,0.0,0.0,0.0,1.0,0.0,7420,878,0.0,0.0,0.0,7999.0,7999.0,7999.0,7999.0
67,100000006575,2018-11-18,,1.0,0.0,0.0,0.0,1.0,0.0,7420,878,0.0,0.0,0.0,7999.0,7999.0,7999.0,7999.0
